관리번호,인허가일자,인허가취소일자,영업상태구분코드,폐업일자,휴업시작일자,재개업일자,야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,부지면적,건축연면적,시설면적,문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,보험기관명,건물용도명,지상층수,지하층수,객실수,보험시작일자,보험종료일자,1일최대수용인원수,주차장면수,편의시설,안전시설,기타부대시설,이용시간,이용요금,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
,,,,,,,Black tree,야영장,37.26373969,126.446745,,인천광역시 옹진군 영흥면 내리 1527-66,032-111-1111,11,4505,162.13,,,,,,,,,,,,,,40,13,전기시설+상하수도시설+샤워실,소화기20대,,00:00~24:00,,032-899-2214,인천광역시 옹진군청,2019-06-21,3580000,인천광역시 옹진군
,,,,,,,(주)씨스테이 야영장,야영장,37.2842775958,126.4714462124,,인천광역시 옹진군 영흥면 내리 1212-52,032-111-1111,25,5182,437.15,,,,,,,,,,,,,,100,32,전기시설+상하수도시설+샤워실+수영장,소화기26대,,00:00~24:00,,032-899-2214,인천광역시 옹진군청,2019-06-21,3580000,인천광역시 옹진군
,,,,,,,무지개펜션&캠핑,야영장,37.24117894,126.4744511,인천광역시 옹진군 영흥면 영흥남로9번길 355-20,인천광역시 옹진군 영흥면 외리 23-2,032-887-7677,27,1593,34.79,,,,,,,,,,,,,,100,16,전기시설+상하수도시설+샤워실+수영장,소화기15대,,00:00~24:00,,032-899-2214,인천광역시 옹진군청,2019-06-21,3580000,인천광역시 옹진군
,,,,,,,트리캠핑장,야영장,37.25682452,126.5149951,인천광역시 옹진군 영흥면 선재로306번길 27-55,인천광역시 옹진군 영흥면 선재리 644-32,032-889-9410,18,3827,128,,,,,,,,,,,,,,70,9,전기시설+상하수도시설+샤워실,소화기15대,,00:00~24:00,,032-899-2214,인천광역시 옹진군청,2019-06-21,3580000,인천광역시 옹진군
,,,,,,,솔바다캠핑장,야영장,37.274517,126.4529367,인천광역시 옹진군 영흥면 영흥서로 527-12,인천광역시 옹진군 영흥면 내리 1665-10,032-111-1111,14,2578,34.3,,,,,,,,,,,,,,60,10,전기시설+상하수도시설+샤워실,소화기10대,,00:00~24:00,,032-899-2214,인천광역시 옹진군청,2019-06-21,3580000,인천광역시 옹진군
,,,,,,,승봉도 캠핑장,야영장,37.1723194,126.2955873,인천광역시 옹진군 자월면 승봉로29번길 90,인천광역시 옹진군 자월면 승봉리 771-1,032-899-9313,19,6013,97.4,,,,,,,,,,,,,,80,15,전기시설+상하수도시설+샤워실,소화기12대,,00:00~24:00,,032-899-2214,인천광역시 옹진군청,2019-06-21,3580000,인천광역시 옹진군
,,,,,,,솔밭캠핑장,야영장,37.27188934,126.4560089,인천광역시 옹진군 영흥면 영흥로 708-26,인천광역시 옹진군 영흥면 내리 1333-205,032-883-9215,7,1226,71.4,,,,,,,,,,,,,,30,10,전기시설+상하수도시설+샤워실,소화기12대,,00:00~24:00,,032-899-2214,인천광역시 옹진군청,2019-06-21,3580000,인천광역시 옹진군
,,,,,,,농어바위캠핑장,야영장,37.28179892,126.4587746,인천광역시 옹진군 영흥면 영흥서로 420-19,인천광역시 옹진군 영흥면 내리 1326-30,032-111-1111,20,4890,170.48,,,,,,,,,,,,,,80,11,전기시설+상하수도시설+샤워실,소화기20대,,00:00~24:00,,032-899-2214,인천광역시 옹진군청,2019-06-21,3580000,인천광역시 옹진군
,,,,,,,명성캠핑장,야영장,37.27310153,126.4562707,인천광역시 옹진군 영흥면 영흥로722번길 43 (명성리조텔),인천광역시 옹진군 영흥면 내리 1335-15,032-885-3366,10,1640,44.73,,,,,,,,,,,,,,40,6,전기시설+상하수도시설+샤워실,소화기10대,,00:00~24:00,,032-899-2214,인천광역시 옹진군청,2019-06-21,3580000,인천광역시 옹진군
,,,,,,,장경리해변 야영장,야영장,37.27227512,126.4499093,,인천광역시 옹진군 영흥면 내리 1626-38,032-880-0450,23,4766,120.4,,,,,,,,,,,,,,90,,전기시설+상하수도시설+샤워실,소화기12대,,00:00~24:00,,032-899-2214,인천광역시 옹진군청,2019-06-21,3580000,인천광역시 옹진군
,,,,,,,하와이언캠프,야영장,37.28247399,126.4574392,인천광역시 옹진군 영흥면 영흥서로446번길 46,인천광역시 옹진군 영흥면 내리 1327,032-111-1111,5,1123,49.66,,,,,,,,,,,,,,15,5,전기시설+상하수도시설+샤워실,소화기5대,,00:00~24:00,,032-899-2214,인천광역시 옹진군청,2019-06-21,3580000,인천광역시 옹진군
,,,,,,,서포리 관광지 오토캠핑장,자동차야영장,37.22319007,126.1139153,인천광역시 옹진군 덕적면 덕적남로587번길 28 (오토캠핑장),인천광역시 옹진군 덕적면 서포리 569-20,032-111-1111,47,6450.3,405.3,,,,,,,,,,,,,,200,47,전기시설+상하수도시설+샤워실,소화기27대,,00:00~24:00,,032-899-2214,인천광역시 옹진군청,2019-06-21,3580000,인천광역시 옹진군
,,,,,,,KT&G상상마당 논산 아트캠핑빌리지,야영장,36.2637114,127.1522369,충청남도 논산시 상월면 한천길 15-11,충청남도 논산시 상월면 한천리 265,041-734-6980,20,2956,195,,,,,,,,,,,,,,140,20,상하수도+전기+화장실,방송장비+소화기,샤워시설+취사시설,,"비수기(주중:32000원, 주말:36000원)+성수기(주중:40000원, 주말.휴일:45000원)",041-746-5404,충청남도 논산시청,2020-03-04,4540000,충청남도 논산시
,,,,,,,꿈꾸는시계펜션,야영장,36.18784735,127.288095,충청남도 논산시 벌곡면 수락로443번길 49,충청남도 논산시 벌곡면 대덕리 491-1,041-733-0366,19,7000,1200,,,,,,,,,,,,,,76,19,상하수도+전기+화장실,방송장비+소화기,샤워시설+취사시설,,"4인기준-비수기(주중:120000원, 주말:150000원)+성수기(주중.주말.휴일:200000원) / 6인기준-비수기(주중:150000원, 주말:180000원)+성수기(주중.주말.휴일:250000원) / 10인기준-비수기(주중:180000원, 주말:230000원)+성수기(주중.주말.휴일:300000원) / 20인기준-비수기(주중:300000원, 주말:400000원)+성수기(주중.주말.휴일:500000원)",041-746-5404,충청남도 논산시청,2020-03-04,4540000,충청남도 논산시
,,,,,,,나그네캠핑장,야영장,36.26653214,127.1888863,충청남도 논산시 연산면 선비로866번길 166-4,충청남도 논산시 연산면 어은리 22,000-000-0000,18,1900,103,,,,,,,,,,,,,,80,18,상하수도+전기+화장실,방송장비+소화기,취사시설,,비수기(주중.주말:30000원)+성수기(주중.주말.휴일:35000원),041-746-5404,충청남도 논산시청,2020-03-04,4540000,충청남도 논산시
,,,,,,,알프스밸리 캠핑장,야영장,37.7477283112,128.0442540806,강원도 홍천군 화촌면 구룡령로 1016-29,강원도 홍천군 화촌면 군업리 185-1,033-433-2332,50,8119,346,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,숲속 동키마을 캠핑장,야영장,37.6403574217,127.8047503963,강원도 홍천군 홍천읍 며느리고개길 148-18,강원도 홍천군 홍천읍 상오안리 420-1,033-434-3486,12,1000,587,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,쥴리어스지점 휴토피아,야영장,37.6959676993,127.6893455282,강원도 홍천군 서면 팔봉산로 976,강원도 홍천군 서면 어유포리 282-6,070-7443-2622,2,5725,236,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,샘골솔밭야영장,야영장,37.8343113115,128.4767878180,강원도 홍천군 내면 광원샘골길 29-47,강원도 홍천군 내면 광원리 667-12,033-435-8181,16,772,100,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,밤벌오토캠핑장,야영장,37.693315,127.6910357607,강원도 홍천군 서면 팔봉산로 950,강원도 홍천군 서면 반곡리 3-65,033-434-8971,18,1000,110,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,리버카라반,야영장,37.674514,127.7409630467,강원도 홍천군 북방면 노일로 144-8,강원도 홍천군 북방면 노일리 590,033-5656-6966,10,1000,595,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,오투캐빈,야영장,37.8172234317,128.4611844618,강원도 홍천군 내면 을수길 153-6,강원도 홍천군 내면 광원리 471-4,033-435-0203,10,553,203,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,여차울 캠핑장,야영장,37.8605046001,128.2778670221,강원도 홍천군 내면 여차동길 745-64,강원도 홍천군 내면 방내리 147,070-4140-4702,10,5627,295,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,화니캠핑앤글램핑,야영장,37.6467054472,128.0343127446,강원도 홍천군 동면 안곡길 135-1,강원도 홍천군 동면 좌운리 120-1,033-435-2321,10,1039,214,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,아빠의나무 야영장,야영장,36.7238837207,127.739693572,충청북도 괴산군 청천면 괴산로부성1길 15-22,,000-000-0000,10,,,,,,,,,,,,,,,,40,,화장실+샤워실+매점+개수대+전기시설,소화기,,1일,,000-000-0000,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,청천화양동관광농원  초롱이 캠핑장,야영장,36.642435,127.885482,충청북도 괴산군 청천면 다보길 8,,043-833-4900,45,,,,,,,,,,,,,,,,180,,화장실+샤워실+매점+개수대+전기시설,소화기,,1일,,043-833-4900,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,쌍곡예당야영장,야영장,36.745981,127.902313,충청북도 괴산군 칠성면 쌍곡로1길 111,,000-000-0000,8,,,,,,,,,,,,,,,,30,,화장실+샤워실+매점+개수대+전기시설,소화기,,1일,,000-000-0000,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,대학찰옥수수권역영농조합법인 팝콘야영장,야영장,36.8712268309,127.930479182,충청북도 괴산군 장연면 충민로 1675,,043-832-7344,15,,,,,,,,,,,,,,,,60,,화장실+샤워실+매점+개수대+전기시설,소화기,,1일,,043-832-7344,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,솔밭관광농원야영장,야영장,36.839591,127.850733,충청북도 괴산군 괴산읍 능촌로5길 39,,043-833-3222,19,,,,,,,,,,,,,,,,80,,화장실+샤워실+개수대+전기시설,소화기,,1일,,043-833-3222,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,새들펜션캠핑장,야영장,36.757063964,127.897164596,충청북도 괴산군 칠성면 쌍곡로 1길 5-32,,043-834-0405,15,,,,,,,,,,,,,,,,60,,화장실+샤워실+개수대+전기시설,소화기,,1일,,043-834-0405,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,물소리풍경,야영장,36.7576772392,127.8961369836,충청북도 괴산군 칠성면 쌍곡로 351,,000-000-0000,20,,,,,,,,,,,,,,,,80,,화장실+샤워실+매점+개수대+전기시설,소화기,,1일,,000-000-0000,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,모래재캠핑장,야영장,36.8120142231,127.665938,충청북도 괴산군 사리면 모래재로 483-14,,043-838-7780,15,,,,,,,,,,,,,,,,60,,화장실+샤워실+매점+개수대+전기시설,소화기,,1일,,043-838-7780,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,강변오토캠핑장,야영장,36.820751,127.841704,충청북도 괴산군 괴산읍 충민로 317,,000-000-0000,30,,,,,,,,,,,,,,,,100,,화장실+샤워실+매점+개수대+전기시설,소화기,,1일,,000-000-0000,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,써니밸리오토캠핑장,야영장,36.680387,127.801651,충청북도 괴산군 청천면 화양로 715,,000-000-0000,77,,,,,,,,,,,,,,,,300,,화장실+샤워실+매점+전기시설+개수대,소화기,,1일,,000-000-0000,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,청천수목원야영장,야영장,36.671709,127.781058,충청북도 괴산군 청천면 도원1길 68,,043-832-7893,40,,,,,,,,,,,,,,,,160,,화장실+샤워실+매점+전기시설+개수대,소화기,,1일,,043-832-7893,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,도레미캠핑장,야영장,36.857594,127.820299,,충청북도 괴산군 불정면 세평리 214,043-834-0009,80,,,,,,,,,,,,,,,,300,,화장실+샤워실+전기시설+개수대,소화기,,1일,,043-834-0009,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,자연애캠핑장,야영장,36.8398568927,127.8548891210,충청북도 괴산군 괴산읍 능촌로 390,,043-833-1147,15,,,,,,,,,,,,,,,,100,,화장실+샤워실+전기시설+개수대,소화기,,1일,,043-833-1147,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,시냇가캠핑장,야영장,36.7825720755,127.887532162,충청북도 괴산군 칠성면 연풍로쌍곡길 75,,043-832-4883,15,,,,,,,,,,,,,,,,100,,화장실+샤워실+전기시설+개수대,소화기,,1일,,043-832-4883,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,솔밭캠프,야영장,36.7604705085,127.8951929229,,충청북도 괴산군 칠성면 쌍곡리 84-10,000-000-0000,15,,,,,,,,,,,,,,,,100,,화장실+샤워실+전기시설+개수대,소화기,,1일,,000-000-0000,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,산새소리캠핑장,야영장,36.7408202494,127.759243612,충청북도 괴산군 청천면 도경로여사왕2길 4-65,,000-000-0000,20,,,,,,,,,,,,,,,,200,,화장실+샤워실+전기시설+개수대,소화기,,1일,,000-000-0000,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,화양원탑캠핑장,야영장,36.6922228,127.7854759,충청북도 괴산군 청천면 화양로 834-9,,043-832-4114,30,,,,,,,,,,,,,,,,120,,화장실+샤워실+전기시설+개수대+매점,소화기,,1일,,043-832-4114,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,괴강국민여가캠팽장,자동차야영장,36.806863,127.825575,충청북도 괴산군 괴산읍 충민로검승3길 10,,043-833-2904,57,16885,619.29,,,,,,,,,,,,,,200,47,매점+샤워실+음수대,소화전+소화기,어린이놀이시설,14:00~12:00,,043-830-2682,괴산군청 문화체육관광과,2019-04-30,4460000,충청북도 괴산군
,,,,,,,갈론계곡캠핑장,야영장,36.7374205468,127.846443201,충청북도 괴산군 칠성로10길 466-3,,043-832-5300,14,,,,,,,,,,,,,,,,56,,화장실+샤워실+전기시설+개수대,소화기,,1일,,043-832-5300,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,괴강관광농원캠핑장,야영장,36.7991593,127.824163,충청북도 괴산군 칠성면 괴강로 354-14,,000-000-0000,28,,,,,,,,,,,,,,,,112,,화장실+샤워실+전기시설+개수대,소화기,,1일,,000-000-0000,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,후평숲캠핑장,야영장,36.657899,127.757338,충청북도 괴산군 청천면 후평도원로 153-6,,043-832-1511,13,,,,,,,,,,,,,,,,60,,화장실+샤워실+전기시설+개수대,소화기,,1일,,043-832-1511,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,개차반캠핑장,야영장,36.832741,127.663794,충청북도 괴산군 사리면 소매1길 102,,000-000-0000,8,,,,,,,,,,,,,,,,40,,화장실+샤워실+전기시설+개수대,소화기,,1일,,000-000-0000,민간,2019-04-30,4460000,충청북도 괴산군
,,,,,,,주문진글렘핑오토캠핑장,자동차야영장,37.8801754927,128.7336914,강원도 강릉시 주문진읍 신리천로 951-9,강원도 강릉시 주문진읍 삼교리 510번지,033-642-4241,30,4990,153,,,,,,,,,,,,,,70,,전기시설+상하수도시설,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,소금강자동차야영장,자동차야영장,37.8144474,128.7074480,강원도 강릉시 연곡면 소금강길 449,강원도 강릉시 연곡면 삼산리 51-5번지,033-661-4161,174,31140,368,,,,,,,,,,,,,,696,,전기시설+상하수도시설,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,소금강마을에코센터 오토캠핑장,자동차야영장,37.8481422,128.7412169,강원도 강릉시 연곡면 진고개로 1826-11,강원도 강릉시 연곡면 퇴곡리 328번지,033-661-0401,20,7450,947.07,,,,,,,,,,,,,,60,,전기시설+상하수도시설+샤워장,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,연곡해변 솔향기캠핑장,자동차야영장,37.8580848492,128.8530207396,강원도 강릉시 연곡면 해안로 1282-2,강원도 강릉시 연곡면 동덕리 99-13번지,033-662-2900,137,33107,608.58,,,,,,,,,,,,,,712,,전기시설+상하수도시설+샤워장,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,강릉경포카라반파크,자동차야영장,37.8323211902,128.8759869573,강원도 강릉시 사천면 해안로 904-14,강원도 강릉시 사천면 방동리 113-2번지,033-648-6699,16,968,,,,,,,,,,,,,,,64,,전기시설+상하수도시설,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,경포대오토캠핑장,자동차야영장,37.796958,128.9123925,강원도 강릉시 해안로 388,강원도 강릉시 초당동 455-8번지,000-000-0000,16,1532,60.42,,,,,,,,,,,,,,64,,전기시설+상하수도시설,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,대관령자연휴양림,야영장,37.7144152,128.7848205,강원도 강릉시 성산면 삼포암길 133,강원도 강릉시 성산면 어흘리 산2-1번지,033-641-9990,43,7897,38.16,,,,,,,,,,,,,,172,,전기시설+상하수도시설,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,대기리산촌체험학교 야영장,야영장,37.5879818,128.7768671,강원도 강릉시 왕산면 왕산로 1327,강원도 강릉시 왕산면 대기리 953번지 외,033-647-2540,40,8020,558.36,,,,,,,,,,,,,,160,,전기시설+상하수도시설,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,장천마을캠핑장,야영장,37.8509794,128.7041469,강원도 강릉시 연곡면 삼산리 1377번지,강원도 강릉시 연곡면 삼산리 1377번지,033-661-4667,50,1491,,,,,,,,,,,,,,,100,,전기시설+상하수도시설,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,추억촌,야영장,37.717357,128.803048849,강원도 강릉시 대관령옛길 10,강원도 강릉시 성산면 어흘리 376-3번지,000-000-0000,10,1050,44,,,,,,,,,,,,,,40,,전기시설+상하수도시설,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,진고개계곡야영장,야영장,37.8386162,128.6554095,강원도 강릉시 연곡면 진고개로 1026,강원도 강릉시 연곡면 삼산리 1039-1번지,000-000-0000,15,1150,38,,,,,,,,,,,,,,60,,전기시설+상하수도시설,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,폭포골자연휴양림야영장,야영장,37.8486796,128.7484081,강원도 강릉시 연곡면 황어대길 46-3,강원도 강릉시 연곡면 퇴곡리 51번지,000-000-0000,58,2907,154.76,,,,,,,,,,,,,,230,,전기시설+상하수도시설,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,강릉 노추산 힐링캠프,야영장,37.5782199,128.7490804,강원도 강릉시 왕산면 대기리 산716번지,강원도 강릉시 왕산면 대기리 산716번지,000-000-0000,30,5316,29.4,,,,,,,,,,,,,,120,,전기시설+상하수도시설,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,부연동스카이케빈,야영장,37.8714179369,128.634557812,강원도 강릉시 연곡면 부연동길 840,강원도 강릉시 연곡면 삼산리 1307-2번지,000-000-0000,5,7138,386.91,,,,,,,,,,,,,,20,,전기시설+상하수도시설,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,솔봉계곡쉼터야영장,야영장,37.827806,128.6553172,강원도 강릉시 연곡면 삼산리 929-1번지,강원도 강릉시 연곡면 삼산리 929-1번지,000-000-0000,17,3943,,,,,,,,,,,,,,,68,,전기시설+상하수도시설,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,정원캠핑장,야영장,37.8794892966,128.710153351,강원도 강릉시 주문진읍 신리천로 1191-13,강원도 강릉시 주문진읍 삼교리 761-3번지,000-000-0000,9,1638,18,,,,,,,,,,,,,,18,,전기시설+상하수도시설,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,삼산야영장,야영장,37.8464594,128.6816565,강원도 강릉시 연곡면 진고개로 1299,강원도 강릉시 연곡면 삼산리 838-3번지,000-000-0000,15,1995,,,,,,,,,,,,,,,60,,전기시설+상하수도시설,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,물내치기,야영장,37.5689004,128.7302622,강원도 강릉시 왕산면 노추산로 1151-5,강원도 강릉시 왕산면 대기리 1688-3번지,000-000-0000,10,3960,191.83,,,,,,,,,,,,,,40,,전기시설+상하수도시설,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,베이스캠프,야영장,37.8343174,128.8735271,강원도 강릉시 사천면 해안로 940-12,강원도 강릉시 사천면 사천진리 92-1번지,000-000-0000,9,4161,27.62,,,,,,,,,,,,,,36,,전기시설+상하수도시설,소화기+대피공간,,,,033-640-5128,강릉시 관광과,2019-07-09,4200000,강원도 강릉시
,,,,,,,아빠의 캠프,자동차야영장,35.66992296,128.8637232,경상북도 청도군 매전면 당호리 558-28번지,경상북도 청도군 매전면 당호강변길 49-7,000-0000-0000,15,2700,,,,,,,,,,,,,,,60,,화장실+샤워실+취사시설,소화기,,,,054-370-2378,경상북도 청도군청,2019-05-15,5190000,경상북도 청도군
,,,,,,,서당골캠핑장,일반야영장,35.515593,128.601491,경상남도 밀양시 무안면 삼화길 680-23,경상남도 밀양시 무안면 화봉리1528,,6,1184,36,,,,,,,,,,,,,,24,10,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,소매점,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,밀양스쿨캠핑장,일반야영장,35.511254,128.840548,경상남도 밀양시 산외면 단산길2-5,,,65,13713,133,,,,,,,,,,,,,,260,75,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,솔바람오토캠핑장,자동차야영장,35.547063,128.858495,경상남도 밀양시 산외면 밀양대로 3539-1,경상남도 밀양시 산외면 희곡리1-2,,15,2893,28,,,,,,,,,,,,,,60,20,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,옥샘캠핑장,일반야영장,35.579562,128.969864,경상남도 밀양시 산내면 얼음골옛길 197-4,경상남도 밀양시 산내면 남명리58-1,,50,15398,282,,,,,,,,,,,,,,200,65,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+방송앰프,,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,밀양댐오토캠핑장,일반야영장,35.494226,128.928597,,경상남도 밀양시 단장면 고례리1505-2,,16,1024,164,,,,,,,,,,,,,,64,20,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,소매점,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,미르오토캠핑장,자동차야영장,35.544468,128.860594,경상남도 밀양시 산외면 밀양대로 3400-127,경상남도 밀양시 산외면 희곡리22-2,,30,5293,77,,,,,,,,,,,,,,120,40,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,소매점,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,백산금빛캠프장,일반야영장,35.370915,128.753889,경상남도 밀양시 하남읍 백산5길12-1,,,30,12510,100,,,,,,,,,,,,,,120,40,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,산여울캠핑장,일반야영장,35.543265,128.856667,경상남도 밀양시 산외면 밀양대로 3478,경상남도 밀양시 산외면 희곡리73-1,,26,4367,136,,,,,,,,,,,,,,104,35,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,,당일 14:00~익일 12:00기준,"1일 주중:30,000 주말: 40,000",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,밀양댐스쿨캠핑장,일반야영장,35.492623,128.929427,경상남도 밀양시 단장면 고례2길 3,경상남도 밀양시 단장면 고례리1516-1,,19,1064,230,,,,,,,,,,,,,,76,25,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,소매점,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,얼음골까투리캠핑장,일반야영장,35.579398,128.979543,경상남도 밀양시 산내면 얼음골로 134-22,경상남도 밀양시 산내면 남명리3,,19,2860,59,,,,,,,,,,,,,,76,25,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,알프스캠핑장,일반야영장,35.535357,128.850887,경상남도 밀양시 산외면 밀양대로 3468-7,경상남도 밀양시 산외면 희곡리79-7,,49,7283,142,,,,,,,,,,,,,,196,59,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,소매점,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,아이비오토캠핑장,자동차야영장,35.606906,128.923552,경상남도 밀양시 산내면 원서3길 47,경상남도 밀양시 산내면 원서리676,,21,2145,63,,,,,,,,,,,,,,84,26,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
