거리명,거리소개,소재지도로명,소재지지번주소,위도,경도,총길이,점포수,지정연도,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
좌수영음식문화거리,여수특화음식점,전라남도 여수시중앙로 72-16 +전라남도여수시 교동남1길 6-17,전라남도 여수시 중앙동 775+전라남도 여수시 교동 572-2,34.739957,127.735520,276,38,2011,061-659-4231,전라남도 여수시청,2019-03-21,4810000,전라남도 여수시
국동장어탕거리,장어탕 특화거리,전라남도 여수시어항단지로 13+전라남도 여수시 어항단지로 63-3,전라남도 여수시 국동 1082-7+전라남도 여수시 국동 1082-51,34.7255500,127.712484,407,12,2009,061-659-4231,전라남도 여수시청,2019-03-21,4810000,전라남도 여수시
구룡포 일본인 가옥거리,일제강점기 때 일본인 집단 거주지,경상북도 포항시 남구 구룡포읍 구룡포길 153-1,경상북도 포항시 남구 구룡포읍 구룡포리 153-1,35.990534,129.5615954,453,14,2011,054-270-2274,포항시,2020-10-23,5020000,경상북도 포항시
까치울먹거리촌,"부천시 역곡로(작동 127번지) 일대 음식문화특화거리. 작동산과 지양산이 어우러진 전원마을에 6개의 오리전문 음식점과 닭백숙, 보리밥, 한정식, 커피숍 등 총19개의 음식점으로 이루어져 있음.",경기도 부천시 역곡로324번길 일대,경기도 부천시 작동 127번지 일대,37.5156294,126.8155805,1000,19,2011,032-625-4318,부천시청 식품위생과,2020-10-22,3860000,경기도 부천시
청주서문시장 삼겹살거리,"‘세종실록지리지’ 충청도편에도 청주가 돼지고기를 공물로 바쳤다고 기록되어 있을 정도로 청주는 삼겹살의 고장으로 손색이 없고, 청주를 대표하는 음식인 삼겹살을 과거 청주의 대표적인 시장 인 서문시장 주변을 음식특화거리로 지정하여 운영 중임. 이 거리에서는 독특한 파채, 파무침, 파절임 등 다양한 파절이가 특징 인 맛있는 청주 삼겹살을 저렴하게 접할 수 있음.",충청북도 청주시 상당구 남사로89번길 일원,,36.634023,127.485395,230,13,2012,043-201-1972,충청북도 청주시,2020-12-18,5710000,충청북도 청주시
서면특화거리,"부산을 대표하는 중심 번화가로 상업, 문화, 교통, 의료 등의 중심지로 유동인구가 가장 많은 지역이며 국내외 관광객 및 시민들에게 즐길거리, 먹을거리, 볼거리 등을 제공하고 종합적인 경관을 개선하기 위해 특화된 거리를 조성하였으며 젊음의 거리, 음식 거리, 학원 거리 등으로 구성되어 있음",부산광역시 부산진구 중앙대로 702번길 33 일원,부산광역시 부산진구 부전동 168-448,,,2110,2219,2008,051-605-5825,부산광역시 부산진구청,2021-08-26,3290000,부산광역시 부산진구
청담패션거리,청담동 소재의 명품패션거리,서울특별시 강남구 도산대로,서울특별시 강남구 청담동 98-8,,,3180,100,1996,02-3423-5498,서울특별시 강남구청,2021-08-18,3220000,서울특별시 강남구
압구정로데오거리,압구정동 사거리에서 학동사거리 입구까지의 패션과 문화의 거리,서울특별시 강남구 압구정로,서울특별시 강남구 신사동 660-8,,,1000,100,1996,02-3423-5498,서울특별시 강남구청,2021-08-18,3220000,서울특별시 강남구
유엔참전기념거리,유엔평화문화특구 내 테마거리,부산광역시 남구 유엔평화로,부산광역시 남구 대연동 891-23,,,5040,100,2010,051-607-4045,부산광역시 남구청,2021-08-17,3310000,부산광역시 남구
홍주골 음식문화 거리,70여곳의 음식점이 밀집되어 있는 T자형 음식문화거리,충청남도 홍성군 홍성읍 법원로 23,충청남도 홍성군 홍성읍 월산리 895-3,,,800,70,2014,041-630-9015,충청남도 홍성군보건소,2021-07-31,4600000,충청남도 홍성군
송월동 동화마을 특화거리,"송월동은 소나무가 많아 솔골 또는 송산으로 불리다가 소나무 숲 사이로 보이는 달이 운치가 있어 지금의 이름으로 불리우고 있다. 1883년 인천항이 개항된 후에는 독일인들을 비롯한 외국인들이 거주하기 시작하면서 부촌을 형성하였으나, 수십 년 전부터 젊은 사람들이 떠나고 마을에는 연로하신 분들이 살다 보니 활기를 잃고 침체되었으며, 빈집들은 방치되고 있었다. 이런 열악한 주거환경을 개선하기 위해 꽃길을 만들고 세계 명작 동화를 테마로 담벼락에 색칠을 하여 동화마을로 변화하였다.",인천광역시 중구 자유공원서로45번길 외 1개로 일원,,37.478159,126.621632,311,251,2015,032-760-7503,인천광역시 중구청,2021-10-20,3490000,인천광역시 중구
송월동 카페 특화거리,카페 및 기타 휴게음식점 등 관광객 유치를 위한 상업시설로서 아름다운 외관을 가진 카페거리,인천광역시 중구 자유공원서로37번길 일원,,37.477526,126.620217,271,38,2015,032-760-7503,인천광역시 중구청,2021-10-20,3490000,인천광역시 중구
신포동 특화거리,"개항각국거리, 러시아특화거리를 포함한 각국의 카페거리",인천광역시 중구 우현로39번길 외 6개로 일원,,37.470871,126.625953,450,215,2015,032-760-7503,인천광역시 중구청,2021-10-20,3490000,인천광역시 중구
차이나타운 특화거리,"페루, 벽돌, 단청, 문양 등 중국풍의 디자인 거리",인천광역시 중구 차이나타운로 외 4개로 일원,,37.476325,126.619307,754,664,2016,032-760-7503,인천광역시 중구청,2021-10-20,3490000,인천광역시 중구
제물량로 특화거리,제물량거리,인천광역시 중구 제물량로 KT삼거리 ~ 답동사거리,,37.470093,126.625189,430,50,2017,032-760-7503,인천광역시 중구청,2021-10-20,3490000,인천광역시 중구
월미도 특화거리,인천대교와 서해바다의 경관을 활용한 휴게 및 문화거리,인천광역시 중구 월미문화로 16 ~ 95,인천광역시 중구 북성동1가 98-6,37.47732093,126.5992575,766,50,2017,032-760-7503,인천광역시 중구청,2021-10-20,3490000,인천광역시 중구
운연동 추어마을,"원래는 농촌마을이었으나 논에 미꾸라지가 많이 잡히면서 마을 주민들이 추어탕을 즐겨 만들어 먹었음. 서울식,남도식,원주식 등 손님의 입맛에 맞게 고를수 있는 추어탕 음식점이 밀집되어있어 2006년 특색음식거리로 지정",인천광역시 남동구 수인로 3542,인천광역시 남동구 운연동 10번지,,,392,12,2006,032-453-2622,남동구청,2021-10-15,3530000,인천광역시 남동구
구월문예길음식문화1번가,"이 지역은 일명 구월동 밴댕이 골목으로 대형쇼핑몰, 문화예술회관 등이 밀집되어있어 문화와, 예술, 쇼핑을함께 즐길수 있는 곳으로 2002년 월드컵을 대비하여 2001년 특색음식거리로 지정",인천광역시 남동구 문화로89번길 27,인천광역시 남동구 구월동 1371번지,,,450,72,2001,032-453-2622,남동구청,2021-10-15,3530000,인천광역시 남동구
소래포구신도로횟집거리,소래포구는 인천의 명소로 먹거리 발굴 및 육성을 위해 횟집 밀집지역인 신도로 지역을 2011년도에 특색음식거리로 지정,인천광역시 남동구 장도로,인천광역시 남동구 논현동 111번지,,,533,17,2011,032-453-2622,남동구청,2021-10-15,3530000,인천광역시 남동구
구월로데오음식문화거리,"백화점, 터미널, 쇼핑센터, 음식점 등이 밀집한 지역으로 인천의 핫플레이스로 2019년 음식문화거리로 지정",인천광역시 남동구 예술로152번길 9,인천광역시 남동구 구월동 1409번지,,,720,141,2019,032-453-2622,남동구청,2021-10-15,3530000,인천광역시 남동구
미음나루음식문화특화거리,"미음나루는 조선시대 이전부터 한강을 오가는 배들의 중간 쉼터이자, 지금의 남양주시와 하남시의 미사리를 건너던 곳이었다. 그 덕에 사람의 왕래가 많아 이들을 대상으로 한 주막들이 꽤나 번성 했다. 안동김씨 후손의 호를 따서 이름이 붙혀진 나루터로 현재는 예전의 뱃사공 은 사라지고 한강변을 따라 드라이브를 즐기러 온 사람들이 뱃사공을 대신한다. 인근 야산에 축조된 수석리 토성은 삼국시대에는 한강변을 지키는 전략적 요충지의 일환으로 중요시 되었던 곳으로 여겨진다. 이곳 미음나루풍속마을 주변에는 매운탕과 장어구이 등 음식점이 30여개가 밀집되어 있고 분위기 있는 까페와 한정식 집들이 미식가들의 입맛을 돋우고 있으며 철에 따라 변화하는 강변의 풍광과 한강의 야경을 즐기려는 많은 사람들의 발걸음이 끊이질 않고 있다.",경기도 남양주시 강변북로 632번길 26(수석동),경기도 남양주시 수석동 168,37.5858238280,127.1730352,580,37,2007,031-590-2237,남양주시청 위생과,2021-09-30,3990000,경기도 남양주시
삼봉리 음식문화마을,"북한강변에 위치한 삼봉리 음식문화 마을은 수려한 자연환경과 영화촬영소, 유기농테마파크, 다산 정약용 유적지, 북한강 수상스키장, 자전거도로 등의 관광자원을 가지고 있는 지역으로 20여개의 음식점과 10여개의 까페들이 영업중에 있으며  특히 이 지역의 식당들은 직접재배하고 가꾼 농산물을 가지고 조리판매를 하고 있어 꾸준히 외식관광객들이 찾고 있음",경기도 남양주시 조안면 북한강로 856,경기도 남양주시 조안면 삼봉리 277-1,37.5923892462,127.3374769787,1280,27,2013,031-590-2237,남양주시청 위생과,2021-09-30,3990000,경기도 남양주시
보정동 카페거리,"용인시 지정 1호 문화의 거리로 카페, 레스토랑, 의류 등 120여개의 점포가 밀집하였으며 각종 드라마, CF, 화보 촬영장소로 더욱 유명해짐",경기도 용인시 기흥구 죽전로15번길 일원,경기도 용인시 기흥구 보정동 1185,37.321800,127.110100,12000,128,2014,031-324-2445,용인시청 관광과,2019-04-08,4050000,경기도 용인시
불당동문화카페거리,75곳의 카페가 밀집되어 있는 카페거리,충청남도 천안시 서북구 불당16길,충청남도 천안시 서북구 불당동 1358,36.8003326,127.1068109,650,10,2014,041-521-5615,충청남도 천안시청,2020-12-09,4490000,충청남도 천안시
천안가구웨딩거리,웨딩과 가구점이 밀집되어 있는 거리,충청남도 천안시 서북구 백석로,충청남도 천안시 서북구 성정동 683-12,36.8186917,127.1403375,400,46,2008,041-521-5615,충청남도 천안시청,2020-12-09,4490000,충청남도 천안시
쌍용패션거리,의류상가가 밀집되어 있는 거리,충청남도 천안시 서북구 쌍용대로,충청남도 천안시 서북구 쌍용동 1164,36.8023879,127.1314602,450,95,2008,041-521-5615,충청남도 천안시청,2020-12-09,4490000,충청남도 천안시
휴대폰거리,휴대폰상가가 밀집되어 있는 거리,충청남도 천안시 서북구 중앙로,충청남도 천안시 동남구 성황동 92-4,36.8123042,127.1526589,200,3,2008,041-521-5615,충청남도 천안시청,2020-12-09,4490000,충청남도 천안시
공구상가거리,공구상가가 밀집되어 있는 거리,충청남도 천안시 서북구 신용로,충청남도 천안시 동남구 다가동 367-4,36.8011315,127.1436935,600,80,2008,041-521-5615,충청남도 천안시청,2020-12-09,4490000,충청남도 천안시
병천순대거리,순대국밥집이 밀집되어 있는 거리,충청남도 천안시 동남구 병천면 아우내순대길,충청남도 천안시 동남구 병천면 병천리 173-6,36.7617524,127.2991129,500,25,2008,041-521-5615,충청남도 천안시청,2020-12-09,4490000,충청남도 천안시
전포카페거리,"번화가인 서면1번가 맞은편 쪽에는 아기자기하게 꾸며놓은 개성있는 카페 30여곳이 들어서 있는 카페거리는 원래 공구, 철물 등 산업용품 및 자재를 파는 가게들이 많던 공구상가 거리였으나 2010년 이후 아기자기한 카페들이 들어서면서 이색적인 카페거리로 불리고 있다.",부산광역시 부산진구 전포대로209번길 26,부산광역시 부산진구 전포동 682,,,1050,35,2012,051-605-5825,부산광역시 부산진구청,2021-08-26,3290000,부산광역시 부산진구
중앙길(문화의거리)상가,"○ 울산동헌과 문화의거리가 상가 주변에 위치하고 있어 원도심 도보 여행 코스로 적정한 장소이며, 거리내 다수의 미술작품이 설치되어 있고 거점건물에는 파사드를 설치하여 볼거리가 풍부한 지역임. ○ 중앙길상가 내 문화의거리 주변에는 문화예술업종이 46소(갤러리, 공방, 조각 등)가 입점되어 있으며, 2019년 올해의 관광도시로 지정된 지역임.",울산광역시 중구 중앙길 119,울산광역시 중구 성남동 87-5,35.555884,129.320065,700,110,2009,052-290-3320,울산광역시 중구청,2021-09-27,6310000,울산광역시
보세거리,"○ 중구의 아케이드를 최초로 설치한 보세품목 전문 특화거리로 여성의류, 아동의류, 잡화품목이 분포하여 있음.",울산광역시 중구 먹자거리 25,울산광역시 중구 성남동 247-2,35.554756,129.320987,120,55,2011,052-290-3320,울산광역시 중구청,2021-09-27,6310000,울산광역시
학성가구거리,"○ 가구전문 특화거리로 1980년대부터 매장마련이 용이하며 지가가 저렴한 가구점들이 모여 들어 형성되었음. 법령상 근거가 마련된 이후 16년도에 상점가 등록이 되었으며, 울산 대표 가구거리로 많은 고객들이 방문하고 있음.",울산광역시 중구 가구거리 26,울산광역시 중구 학성동 197-6,35.553942,129.336535,455,52,2016,052-290-3320,울산광역시 중구청,2021-09-27,6310000,울산광역시
울주 언양봉계 한우불고기특구,한우불고기 판매 점포,울산광역시 울주군 언양읍 헌양길,,,,2000,35,2006,052-204-1624,울주군청,2021-09-27,6310000,울산광역시
울주 언양봉계 한우불고기특구,한우불고기 판매 점포,울산광역시 울주군 두동면 계명1길,,,,500,16,2006,052-204-1624,울주군청,2021-09-27,6310000,울산광역시
영광 법성포 굴비거리,굴비 식당과 판매점이 있는 거리,전라남도 영광군 법성면,,,,2600,300,2019,061-350-5416,전라남도 영광군청,2021-09-17,4970000,전라남도 영광군
맛고을 문화의 거리,100여개 점포중 50개소 이상 음식 상가 밀집지역의 음식 문화 거리,경상북도 예천군 예천읍 맛고을길 19,경상북도 예천군 예천읍 남본리 222-66,36.65532953,128.451009,900,50,2016,054-650-6231,경상북도 예천군청,2021-09-23,5230000,경상북도 예천군
대부도방아머리,"바다를 곁에두고 가족과 연인이 함께 칼국수, 신선회, 조개구이 먹을수 있는 거리",경기도 안산시 단원구 대부황금로 1479,경기도 안산시 단원구 대부북동 1848-104,37.286818,126.573873,2500,38,2005,031-481-2232,안산시청,2021-08-31,3930000,경기도 안산시
다문화음식거리,안산역 다문화특구내 다문화음식거리로서 10여개국 이주민이 각국의 전통음식과 문화를 보여주는 거리,경기도 안산시 단원구 다문화길 16,경기도 안산시 단원구 원곡동 795,37.3294416919,126.7906037528,8800,55,2009,031-481-2232,안산시청,2021-08-31,3930000,경기도 안산시
댕이골전통음식거리,옛고향의맛느낄수 있는 한식거리,경기도 안산시 상록구 댕이길 20,경기도 안산시 상록구 사동 1347,37.293981,126.844331,1500,24,2005,031-481-2232,안산시청,2021-08-31,3930000,경기도 안산시
근대개항장 특화거리,"1883년 인천 개항장 126년 세월의 흔적이 쌓인 개항기 역사와 문화의 만남의 장소이다. 이곳은 옛 일본영사관인 중구청과 일본 제1은행 인천지점, 일본 제18은행 인천지점 ,일본 제58은행 인천지점 등 근대 건축을 그대로 볼 수 있는 장소이다. 이뿐아니라 일본우선주식회사나 인천의 아트플렛폼, 제물포구락부 등 역사의 흔적들을 직접 눈으로 볼 수 있고 귀로 들을 수있는 곳이다. 이곳은 인천문화 관광해설사가 배치되어 예약을 받아 해설을 하고 있다. 보다 깊은 해설을 들으며 도보관광을 즐길 수 있어 가족 단위나 여행단체의 큰 호흥을 얻고 있다.",인천광역시 중구 신포로23번길 외 5개로 일원,,37.472751,126.621751,566,176,2015,032-760-7503,인천광역시 중구청,2021-10-20,3490000,인천광역시 중구
라페스타 문화의 거리,"총 6개동, 2만여 평의 초대형 쇼핑몰로 패션 상가 및 음식점, 다양한 공연 등이 펼쳐지는 젊음의 거리",경기도 고양시 일산동구 중앙로 1275번길 60-30,경기도 고양시 일산동구 장항동 768,37.66021217,126.7691061,300,129,2004,031-920-9600,라페스타관리단,2022-02-15,3940000,경기도 고양시
덕이동 패션 아울렛,패션의류 및 잡화업종 유명 브랜드 할인점이 다수 입점한 쇼핑의 거리,경기도 고양시 일산서구 탄중로101번길 13,경기도 고양시 일산서구 덕이동 384-1,37.69302242,126.7557859,280,129,2011,1899-6841,덕이동소상공인협동조합,2022-02-15,3940000,경기도 고양시
화정문화의거리,덕양구 화정역을 중심으로 재미있는 길거리 공연과 쇼가 펼쳐지는 젊음의 거리,경기도 고양시 화정로 63,경기도 고양시 덕양구 화정동 963,37.6604456,126.8320041,800,686,2015,031-936-9344,화정동 상가발전협의회,2022-02-15,3940000,경기도 고양시
쌍화차거리,"난방시설이 잘되어 있지 않던 시절, 추운 겨울날 정읍경찰서 구치소에 수감된 사람들에게 몸을 녹이라고 가족들이 쌍화차를 사식으로 넣어주기 시작하면서부터 유래되었다고 전해짐",전라북도 정읍시 중앙1길,전라북도 정읍시 수성동 637-3,35.5674972349,126.8562539663,350,15,2016,063-539-5806,전라북도 정읍시청,2022-02-04,4690000,전라북도 정읍시
중리음식특화거리,천혜의 해양환경을 자랑하는 동삼동 중리지역을 중심으로 조성된 음식문화특화거리,부산광역시 영도구 절영로,부산광역시 영도구 동삼동 600-2,35.0705288,129.0693003,600,30,2013,051-419-4403,영도구청 환경위생과,2020-07-13,3280000,부산광역시 영도구
청도추어탕거리,"물이 맑기로 유명한 청도의 그 동맥인 청도천, 동창천에서 자생하는 황동어, 꺽지, 메기 등 잡어와 미꾸라지를 섞어 조리하는 웰빙 향토음식점들이  40년, 50년의 역사를 자랑하며 운영하고 있음",경상북도 청도군 청도읍 청화로 202-3,경상북도 청도군 청도읍 고수리 969-20,35.64087813,128.746007,251,9,2012,054-370-2171,경상북도 청도군,2020-06-30,5190000,경상북도 청도군
한재미나리와삼겹살거리,"청도 남산과 화악산 사이의 계곡을 따라 형성된 거리로 맑고 풍부한 지하수와 충분한 햇볕을 받아 자라  비타민과 무기질,섬유질 함량이 풍부하여 해독과 혈액을 정화시키는데 좋은 알카리성 식품인 미나리와 뜨겁고 기름진 삼겹살과 궁합이 잘맞아 한재미나리와 삼겹살 음식점이 적국적인 명성을 얻으며 29곳이 성업 중이다.",경상북도 청도군 청도읍 새마을로 149-42,경상북도 청도군 청도읍 초현리 243-3,35.573943,128.757414,4230,29,2018,054-370-2171,경상북도 청도군,2020-06-30,5190000,경상북도 청도군
라온제나,금강하구언 강가에 카페와 레스토랑 횟집이 밀집되어 있는 음식문화 특화단지임,충청남도 서천군 장항읍 장산로,충청남도 서천군 마서면 당선리 93-4,36.005461,126.732254,1400,30,2012,041-950-4079,충청남도 서천군,2021-07-10,4580000,충청남도 서천군
독산성 음식문화거리,경기옛길삼남길7코스인 독산성자락 주변 둘레길을 따라 40여곳의 다양한 맛집거리,경기도 오산시 독산성길,경기도 오산시 지곶동 277-1,37.1857801,127.0374862,3000,45,2013,031-8036-6823,경기도 오산시청,2021-07-20,4000000,경기도 오산시
서동공원(궁남지 부근) 음식특화거리,서동공원(궁남지)의 연꽃단지를 기반으로 관광산업과 연계하여 시설환경 정비 등 서비스 수준향상을 통한 음식점 특화 거리 육성,충청남도 부여군 궁남로,-,36.275195,126.912697,850,42,2015,041-830-2574,부여군농업기술센터,2021-07-15,4570000,충청남도 부여군
함평천지 한우비빔밥 음식테마거리,1900년 초부터 함평 우시장을 중심으로 발달해 온 한우비빔밥을 주메뉴로 한 식당이 밀집되어 있는 거리,전라남도 함평군 함평읍 시장길 5일시장 내,,,,420,14,2014,061-320-1641,전라남도 함평군청,2021-07-14,4960000,전라남도 함평군
오류동 특화거리 상점가,음식특화거리,대전광역시 중구 계룡로 874번길 13(오류동),대전광역시 중구 오류동 153-1,36.3230725,127.4104115,400,61,2011,042-606-7223,대전광역시 중구,2021-09-10,3650000,대전광역시 중구
문화의 거리,"도심속 문화예술과 쇼핑, 보행자 중심의 거리",강원도 원주시 중앙로 59,강원도 원주시 중앙동 204-2,37.347705,127.952339,670,134,2009,033-734-8881,문화의 거리 상인회,2021-08-31,4190000,강원도 원주시
꽃바위 외국인 특화거리,"내국인 및 외국인의 자연스러운 방문과 활발한 문화교류의 글로벌 문화거리를 조성하고, 체계적인 가로정비를 통해 안전하고 쾌적한 거리를 조성하여 질높은 관광체험 제공 및 체류시간 연장으로 지역경제 활성화 유도",울산광역시 동구 남진길 52,울산광역시 동구 방어동 1146-33번지,35.480919,129.416137,1300,43,2016,052-209-3368,울산광역시 동구청,2021-08-25,3710000,울산광역시 동구
향토음식거리,단양 향토음식(쏘가리) 특화 거리,충청북도 단양군 단양읍 수변로 111,충청북도 단양군 단양읍 별곡리 569-1,36.9854106363,128.3707518828,1,10,2010,043-420-3322,단양군 보건소,2021-09-04,4480000,충청북도 단양군
함양건강100세음식지구,상림공원 주변 조성된 음식지구로 지역농산물을 활용한 건강한 음식을 손님들에게 서비스 함,경상남도 함양군 함양읍 필봉산길,경상남도 함양군 함양읍 필봉산길 49,,,1100,17,2012,055-960-8332,경상남도 함양군청,2021-09-06,5460000,경상남도 함양군
삼산디자인거리,"울산의신흥 쇼핑메카로 음식점, 카페, 책방, 악세사리점 등 쇼핑과 먹거리에 대한 정보를 제공받을 수있음.",울산광역시 남구 삼산중로74,울산광역시 남구 삼산동 1527-1,35.53993324,129.3389913,416,131,2010,052-226-4844,울산광역시 울산남구청,2021-11-30,3700000,울산광역시 남구
바보디자인거리,"울산대학교의 대학로로 음식점, 카페, 책방, 악세사리점 등 쇼핑과 먹거리에 대한 정보를 제공받을 수있음.",울산광역시 남구 대학로84,울산광역시 남구 무거동 632,35.54321605,129.260325,395,146,2010,052-226-4844,울산광역시 울산남구청,2021-11-30,3700000,울산광역시 남구
왕생이길(1구간),달동문화공원과 연계한 문화 예술거리로 카페와 음식점이 형성되어 있음,울산광역시 남구 왕생로,울산광역시 남구 달동 1323,35.54471934,129.328826,418,49,2012,052-226-4844,울산광역시 울산남구청,2021-11-30,3700000,울산광역시 남구
왕생이길(2구간),"울산의 역사, 문화가 어우러진 예술이 어우러진 거리로 다양한 음식점과 웨딩관련 상점들이 조성되어 있음",울산광역시 남구 왕생로,울산광역시 남구 달동 1368-5,35.54045231,129.3306056,535,138,2016,052-226-4844,울산광역시 울산남구청,2021-11-30,3700000,울산광역시 남구
만덕민속 오리불고기단지,오리불고기 업체 다수,부산광역시 북구 만덕고개길,부산광역시 북구 만덕동 73-11,35.211512,129.047446,2000,24,2015,051-309-4482,부산광역시 북구,2021-11-25,3320000,부산광역시 북구
젊음의 거리,젊음의 거리,부산광역시 북구 만덕대로16번길,부산광역시 북구 덕천동 402-1,35.209835,129.007249,300,100,2011,051-309-4482,부산광역시 북구,2021-11-25,3320000,부산광역시 북구
구포 명품 피아노 특화거리,피아노 상가 다수,부산광역시 북구 낙동대로 1630,부산광역시 북구 구포동 1074-2,35.2012333761,128.9924388184,320,5,2012,051-309-4482,부산광역시 북구,2021-11-25,3320000,부산광역시 북구
구포만세길,3.1운동 기념 거리,부산광역시 북구 구포만세길,부산광역시 북구 구포동 1060-470,35.205475,128.997146,100,15,2012,051-309-4482,부산광역시 북구,2021-11-25,3320000,부산광역시 북구
주촌 부경축산물 도매시장,축산물 특성화 거리,경상남도 김해시 주촌면 서부로 1403번길 23-66,경상남도 김해시 주촌면 내삼리 1295,35.2260809679,128.8124240846,330,182,2018,055-330-3414,김해시청 지역경제과,2021-10-15,5350000,경상남도 김해시
건축자재의 거리,"구호전사거리에서 대인광장에 이르기까지 넓은 지역에 걸쳐 펼쳐진 건축자재거리는 목재·슬레이트·석고보드 등을 판매하는 건재상, 타일·PVC·변기·장판 등을 판매하는 실내 장식업은 물론 철강·배관·보일러 판매상 등 약 170여개 점포로 이루어져 축에 필요한 모든 자재를 일괄 구입할 수 있는 광주광역시 유일의 건축 자재 집단화·전문화 거리",광주광역시 북구 독립로 327 (중흥동),광주광역시 북구 중흥동 662-2,35.1598144181,126.9138253637,1500,170,2003,062-410-6547,광주광역시 북구청,2022-01-01,6290000,광주광역시
자동차의 거리,"차량용품, 수리, 튜닝 등 자동차에 관련된 제품을 찾을 수 있는 곳",광주광역시 북구 자동차로 33 (임동),광주광역시 북구 임동 11-4,35.1627535851,126.9001118044,1600,174,2003,062-410-6547,광주광역시 북구청,2022-01-01,6290000,광주광역시
공구의 거리,전국 유일의 공구의 거리 다양성과 전문성을 갖춘 공구 특화 상점가.,광주광역시 북구 하남대로793번길 18 (운암동),광주광역시 북구 운암동 1428,35.1720076,126.8797518845,1200,210,2003,062-410-6547,광주광역시 북구청,2022-01-01,6290000,광주광역시
펭귄마을 공예특화거리,펭귄마을의 정체성을 보존하고 광주를 대표하는 공예문화 체험 관광지로 주변 낡은 가옥의 리모델링을 통해 공예산업 특화 공간으로 조성,광주광역시 남구 백서로 92-8 (양림동),광주광역시 남구 양림동 44-5,35.140036,126.916444,4071,21,2020,062-674-5705,양림동 펭귄마을공예거리 운영사무소,2022-01-01,6290000,광주광역시
광주 한복거리,"개량, 맞춤형 한복 전문점이 모여 있는 한복거리",광주광역시 동구 구성로 166 (충장로5가),광주광역시 동구 충장로5가 58-3,35.1510295146,126.9119740064,170,62,1990,062-608-2114,광주광역시 동구청,2022-01-01,6290000,광주광역시
송호맛길,"산채, 콩류, 도토리 등 자연과 건강을 주제로 한 음식점 밀집한 거리",경기도 안산시 상록구 송호2길 18,경기도 안산시 상록구 이동 643-9,37.3134859677,126.846737,5200,52,2013,031-481-2232,안산시청,2021-08-31,3930000,경기도 안산시
25시 사리골,참치 취급업소와 주점영업이 혼재된 거리,경기도 안산시 단원구 광덕2로 193-7,경기도 안산시 단원구 고잔동 770-4,37.310448,126.831658,9300,55,2013,031-481-2232,안산시청,2021-08-31,3930000,경기도 안산시
7080로데오맛길,"보쌈, 곱창, 족발, 빈대떡 등 토속적 음식을 먹을 수 있는 거리",경기도 안산시 상록구 중보로 57,경기도 안산시 상록구 이동 716,37.308335,126.852778,3400,105,2013,031-481-2232,안산시청,2021-08-31,3930000,경기도 안산시
안산상록수가구거리,안산시 유일의 가구유통매장 밀집지역으로 다양한 가구를 전시 및 할인 판매하고 있음,경기도 안산시 상록구 용신로 431,경기도 안산시 상록구 본오동 1114-10,37.301729,126.867071,510,41,2013,031-481-2829,안산시청,2021-08-31,3930000,경기도 안산시
안산패션타운,"안산시 사동에 소재한 의류 상설할인매장으로 의류 유통업체가 다수 밀집되어 있어, 상시할인를 진행중에 있음",경기도 안산시 상록구 삼리로 49,경기도 안산시 상록구 사동 1530,37.304899,126.844078,620,120,2013,031-481-2829,안산시청,2021-08-31,3930000,경기도 안산시
안산패션일번가,안산시 고잔동에 위치한 의류상설할인매장으로 다양한 종류의 의류 유통업체가 입점하여 상시할인중인 장소임,경기도 안산시 단원구 중앙대로 907,경기도 안산시 단원구 고잔동 541,37.317144,126.837441,250,120,2013,031-481-2829,안산시청,2021-08-31,3930000,경기도 안산시
삼도2동 문화예술의거리,2009년 제주대학교 병원의 아라동 이전으로 인하여 기존 상권의 침체로 인한 빈 점포 증가 및 유동인구 감소로 공동화 현상이 심화됨에 따라 지역의 문화요소를 담아 문화예술의 거리 조성을 통한 문화예술 활동 진흥을 통하여 유동인구 유입 및 자생력 배양으로 지역경제 활성화에 기여하기 위한 목적으로 조성되었습니다.,제주특별자치도 제주시 관덕로6길 15,,,,200,5,2009,064-728-2725,문화예술과,2021-09-17,6510000,제주특별자치도 제주시
누웨마루거리,"누웨는 ‘누에’, 마루는 ‘언덕’을 뜻하는 제주어로 신제주 지형이 누에고치가 누에고치가 꿈틀대는 형상을 닮았다고 해서 지어진 이름이다. 야외무대에서는 주말 저녁이면 문화예술인들의 다양한 문화공연이 열려 여가를 즐길 수 있는 볼거리를 제공하고 있으며 각양각색의 먹을거리로 즐비한 음식점들은 친절서비스로 고객감동을 실천하고 있어 국내외 관광객 및 도민들이 즐겨 찾는 휴식공간이 되고 있다.",제주특별자치도 제주시 연동7길 31,,,,425,100,2018,064-728-8231,연동주민센터,2021-09-17,6510000,제주특별자치도 제주시
익산문화예술의거리,익산시 구도심 일원 KTX역세권과 연계한 주거문화상업 아트지구,전라북도 익산시 중앙로(중앙동2가),전라북도 익산시 중앙동2가 45,35.938749,126.948131,300,79,2012,063-859-5826,익산시청 문화관광과,2021-09-17,4680000,전라북도 익산시
