관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
청도소싸움경기장,관광지,경상북도 청도군 화양읍 남성현로 348,경상북도 청도군 화양읍 삼신리 693-2,35.68673395,128.7251463,2116,의무실+수유실+식당+초보고객안내실+종합안내소,무,소싸움 경기 (12경기),"운영시간 : 11:00 ~ 종료시까지(매주 토, 일 운영)",,,2011-09-03,10000,850,전통민속문화인 청도 소싸움을 문화관광상품으로 개발,054-370-7500,청도공영사업공사,2020-06-30,5190000,경상북도 청도군
와인터널,관광지,경상북도 청도군 화양읍 송금길 100,경상북도 청도군 화양읍 송금리 산121,35.71513567,128.7205341,8001,화장실,무,"갤러리관람, 소원지, 야광터널","운영시간 : 09:30 ~ 19:00 (주중), 09:30 ~ 20:00 (주말)",,,2005-05-23,500,100,용도없이 방치되어온 터널을 정비하여 감와인 숙성저장고와 와인카페로 사용,054-371-1904,청도감와인㈜,2020-06-30,5190000,경상북도 청도군
프로방스 포토랜드,관광지,경상북도 청도군 화양읍 이슬미로 272-20,경상북도 청도군 화양읍 삼신리 877,35.68355077,128.7188703,74682,없음,무,"별빛동화마을, 빛축제, 포토랜드","평일 : 16:00 ~ 21:30, 토요일 : 12:00 ~ 22:30, 일요일·공휴일 : 11:00 ~ 22:00",,,2012-01-01,1500,300,프랑스의 정감 있는 프로방스마을을 빛 축제로 승화,054-372-5050,(주)용암온천관광호텔 프로방스점,2020-06-30,5190000,경상북도 청도군
고래불관광지,관광지,,경상북도 영덕군 병곡면 병곡리 72-8,36.600476,129.410658,880400,관리사무소(2동)+주차장+화장실(6동)+샤워장(5동)+하계휴양소+취사동(4동),,비치발리볼경기장+자전거대여점+풋살구장+체력단련시설,야영장+연수원,상가(2동),,1988-03-28,17100,1000,명사20리 라고 불리는 8km에 이르는 넓고 긴 양질의 백사장과 빼어난 해송림 등 우수한 자연자원을 보유한 관광지,054-730-6513,경상북도 영덕군청,2021-09-15,5180000,경상북도 영덕군
장사해수욕장관광지,관광지,경상북도 영덕군 남정면 동해대로 3592,경상북도 영덕군 남정면 장사리 74-1,36.2824187049,129.3755938472,104219,관리사무소+주차장+화장실(3동)+샤워장(2동)+광장,방갈로(20동),미니축구장,전승기념마당,상가(2동),,1981-12-31,2500,297,해수욕장의 청정 자연자원과 장사상륙작전이라는 역사적 사건을 보존한 관광지,054-730-6513,경상북도 영덕군청,2021-09-15,5180000,경상북도 영덕군
예천포리관광지,관광지,경상북도 예천군 감천면 복골길 150,경상북도 예천군 감천면 포리 688,36.70015808,128.514204,210241,주차장+화장실+휴게공간,,다목적운동장+체력단련장+전통놀이광장,박물관,,,2004-11-08,600,150,"내성천 지류가 자연석과 어울려 경관이 수려하며, 충효테마공원에서 충효 체험이 가능함.",054-650-6394,경상북도 예천군청,2021-09-17,5230000,경상북도 예천군
예천삼강,관광지,경상북도 예천군 풍양면 삼강리길 53-23,경상북도 예천군 풍양면 삼강리 58-1,36.5637839295,128.3045089577,210389,"도로, 마당, 종합안내센터, 주차장, 공급처리시설, 화장실","전통가옥체험장, 강문화체험 휴·유·락마을",,강문화전시관,,,2014-04-28,300,100,"자연과 문호, 사람과 역사가 함께 공존하는 예천의 신개념 문화체험공간",054-650-6035,경상북도 예천군청,2021-09-17,5230000,경상북도 예천군
금마관광지,관광지,전라북도 익산시 금마면 고도9길 41-14,전라북도 익산시 금마면 동고도리 534-3,36.0015063,127.0570781,208700,광장+안내시설+화장실+주차장+만남의장,황토숙박,놀이시설+전통 놀이마당,공연장+조경휴게소+공원+교양관+유적전시시설+꽃동산+마재배지+실개천+잔디광장+서동선화이야기동산+주말농장+농경체험장+상가,,,1990-12-03,1000,451,익산 서동공원 일원,063-0859-5827,익산시청,2021-09-16,4680000,전라북도 익산시
미륵사지관광지,관광지,전라북도 익산시 금마면 미륵사지로 362,전라북도 익산시 금마면 기양리 104-1,36.011542323,127.0287138606,108743,주차장+광장+안내소+화장실,,,전통음식점+기념품점,,,2006-02-22,2000,150,미륵사지 절터 및 전시실,063-0859-5827,익산시청,2021-09-16,4680000,전라북도 익산시
왕궁보석테마 관광지,관광지,전라북도 익산시 왕궁면 호반로 8,전라북도 익산시 왕궁면 동용리 541-1,35.9906127926,127.1025486315,160460,주차장+광장+관광안내시설,,놀이터,보석박물관+화석전시관+공룡테마공원+피크닉장+기타+전시판매센터+식당+판매시설,,,2001-07-05,3000,236,익산 보석박물관,063-0859-5827,익산시청,2021-09-16,4680000,전라북도 익산시
웅포관광지,관광지,전라북도 익산시 웅포면 강변로 25,전라북도 익산시 웅포면 웅포리 727,36.0658139063,126.8754192725,2576294,주차장+화장실+샤워장+취사장및음수대,,"골프장,운동장,썰매장",문화체육센터+캠핑장+청소년수련시설+야영장+자연학습장+골프연습장+상가,,,2003-02-18,500,100,웅포 곰개나루 및 캠핑장,063-0859-5827,익산시청,2021-09-16,4680000,전라북도 익산시
운일암반일암,관광지,전라북도 진안군 주천면 동상주천로 1924,전라북도 진안군 주천면 주양리 630,35.979875,127.396028,595463,"도로, 관리사무소, 공중화장실 7개소, 오수처리장",,,야영장 2개소,관리사무소,없음,1990-12-27,2000,500,"기암괴석과 크고 작은 폭포, 소가 어울려 빚어낸 절경",063-430-2554,전라북도 진안군,2021-09-15,4730000,전라북도 진안군
대가야생활촌,관광지,경상북도 고령군 대가야읍 신남로 81,경상북도 고령군 대가야읍 고아리 658,35.7118532,128.269244,102067,"관리사무실 1동(매표소), 고객쉼터(1동), 수유실(2동), 기념품판매점(1동), 공중화장실(3동), 문화관광안내소 및 복식체험존(1동), 연못 1개소, 어린이 놀이터 1개소, 물놀이시설 1개소, 전시관 3개소","기와마을 11실, 초가마을 9실","VR체험관, 대가야목선체험장",,,,2019-02-25,500,198,"역사적 고증과 현대적 상상을 바탕으로 대가야의 역사와 문화의 과거, 현재, 미래의 모습을 볼 수 있도록 재현한 대가야생활촌입니다. 대가야생활촌에는 1500년 전 대가야시대로 안내해주는 인트로영상관, 대가야 의식주 생활상을 재현한 인줄마을, 대가야를 대표하는 철기문화를 직접 체험할 수 있는 불묏골, 대가야의 토기문화와 교역물품을 알아볼 수 있는 골안마을, 대가야의 전통나룻배를 승선할 수 있는 상가라도못, VR용사체험을 즐길 수 있는 메나릿골, 여름철 시원한 물놀이가 가능한 물놀이장, 대가야 철의 원정대 일원이 되어 원정선 하지호에 승선할 수 있는 주산성전시관, 기와마을과 초가마을로 이루어진 숙박시설 한기촌 등이 있어 학습체험과 관광숙박을 한 곳에서 즐길 수 있습니다.",054-950-7180,고령군청,2020-06-18,5200000,경상북도 고령군
대가야역사테마관광지,관광지,경상북도 고령군 대가야읍 대가야로 1216,경상북도 고령군 대가야읍 지산리 471-1,35.72008263,128.2596761,154588,"관리사무실(매표소) 및 기념품판매점 1동, 수유실(1동), 공중화장실(2동), 문화관광안내소(1동), 연못 1개소, 어린이놀이터 1개소, 물놀이시설 1개소, 음악분수","대가야 펜션 10실, 인빈관 4실","레일썰매장(6레인, 80m), VR체험관","작은영화관 1개소(2개관, 총 99석)","세미나실(주산실 50석, 금산실 28석)",,2009-03-25,500,178,"찬란하게 꽃 피웠던 대가야의 토기와 철기, 가야금 문화 등 대가야의 역사를 테마로 하여 조성된 관광지입니다. 대가야에 대하여 배워볼 수 있는 전시관들 및 대가야탐방숲길이 있으며, 아이들이 즐겁게 즐길 수 있는 레일썰매장, 물놀이장을 운영하고 있습니다.",054-950-7005,고령군청,2020-06-18,5200000,경상북도 고령군
청도박물관,관광지,경상북도 청도군 이서면 이서로 567,경상북도 청도군 이서면 양원리 129-5,35.6942561,128.6865383,1941,화장실+주차장+고고역사관+민속관+전시실+어린이체험실,무,"전시실, 민속관, 고고역사관, 월별행사 등",운영시간 : 09:00 ~ 18:00,,,2013-12-14,40,40,폐교를 새단장하여 만든 청도 최초의 종합박물관,054-370-2282,청도군청 문화관광과,2020-06-30,5190000,경상북도 청도군
바람의언덕,관광지,,경상남도 거제시 남부면 갈곶리 산14-47,34.742256,128.662967,84953.21,화장실,N,N,N,N,,2002-10-01,3000,150,영화의 제목처럼 불리는 언덕으로 실제 많은 드라마 속 배경으로 유명해졌다. 마무 계단으로 연결된 산책로를 따라 언덕을 오르면 몸을 가누기 힘들 정도의 바람이 마치 힘겨루기 하듯 불어온다. 정상 부근 벤치에 앉으면 지중해의 경치가 부럽지 않은 우리 국토의 또 다른 아름다움이 눈앞으로 펼쳐진다.,055-639-4183,경상남도 거제시청,2021-09-06,5370000,경상남도 거제시
우제봉전망대,관광지,,경남 거제시 남부면 갈곶리 산2-16,34.732023,128.673563,220114.15,없음,N,N,N,N,,1994-02-01,1000,200,한려해상국립공원을 한눈에 볼 수 있는 전망대로 해발 107m에 위치해 있다. 정면으로는 거제 해금강이 보여 멋진비경을 자랑한다,055-639-4793,경상남도 거제시청,2021-09-06,5370000,경상남도 거제시
청마기념관,관광지,경상남도 거제시 둔덕면 방하2길 6,경상남도 거제시 둔덕면 방하리 505-1,34.854887,128.517123,550.18,화장실,N,N,전시실,안내소,,2000-05-01,200,20,청마 유치환이 태어난 곳으로 그이 문학 정신을 기리고 그 업적을 고양하기 위하여 기념관을 건립,055-635-8340,경상남도 거제시 거제해양관광개발공사,2021-09-06,5370000,경상남도 거제시
씨월드,관광지,경상남도 거제시 일운면 지세포해안로 15,경상남도 거제시 일운면 소동리 478-1,34.835848,128.701478,7696.89,화장실,N,N,전시실+돌고래체험,안내소,,2013-05-10,300,30,대한민국 최대의 돌고래 체험시설로 돌고래 만지기，악수하기，돌고래에게 먹이주기 등 다양한 체험 및 교육프로그래을 즐길 수 있다.,055-682-0330,거제씨월드,2021-09-06,5370000,경상남도 거제시
알로에테마파크,관광지,경상남도 거제시 거제면 거제남서로 3937,경상남도 거제시 거제면 내간리 산121-3,34.835716,128.560282,3219.1,화장실,N,N,전시실,안내소,,2014-12-01,500,30,알로에를 화분에 심어가져가거나 족욕을 즐기는 등 다양한 체험을 할 수 있는 테마파크,055-632-9907,알로에테마파크,2021-09-06,5370000,경상남도 거제시
노을이물드는언덕,관광지,,경상남도 거제시 사등면 창호리 1475,34.954616,128.519341,3974,화장실,N,N,전망대,N,,2012-12-01,300,10,푸른 빛 바다와 붉은 노을이 어우러져 아름다운 풍경을 자아내는 곳,055-639-4183,경상남도 거제시청,2021-09-06,5370000,경상남도 거제시
가조수협효시공원,관광지,경상남도 거제시 사등면 가조서로 7,경상남도 거제시 사등면 창호리 2080,34.929516,128.525144,3141,화장실,N,N,전시실,안내소,,2018-12-26,100,20,우리나라 수산업협동조합의 처음 시작된 역사적 의미 기념하여 조성함.,055-639-8341,경상남도 거제시 거제해양관광개발공사,2021-09-06,5370000,경상남도 거제시
백룡동굴,관광지,강원도 평창군 미탄면 문희길 63,강원도 평창군 미탄면 마하리 82,37.27786356,128.577051,956433,"화장실, 세면장",,,,,,2005-01-01,240,40,"백룡동굴의 입구는 해발고도 235m 지점에 있는 천연동굴로서 약 5억년 전에 생성된 것으로 보인다. 동강의 수면으로부터 약 15m 위의 지점에 위치한다. 백룡동굴은 오래 전부터 마을 주민들에게 알려져 왔으며, 동굴 입구에 온돌이 있고 그 주위에 토기조각들이 발견되는 것으로 보아 오래 전에는 우리 조상의 거처로도 사용되었던 것으로 생각된다. 또한 약 3만년 전의 것으로 추측되는 소의 대퇴부 뼈가 석순에 응고된 채 발견되어 신비로움을 더해주고 있다. 특히 굴의 주변을 감싸고 있는 백운산과 굽이쳐 흐르는 강줄기는 때묻지 않은 아름다운 자연 경관을 그대로 간직하고 있어 선경을 연상하게 해 준다.",033-330-2746,강원도 평창군청,2021-09-15,4280000,강원도 평창군
화순온천,관광지,전라남도 화순군 백아면 옥리길 14-7,,35.1624699,127.0837781,512000,관리사무소+공중화장실+온천공+배수지+단지내도로 등,휴양콘도,아쿠아리움,"온천장,종합유원시설",,,1984-09-24,3000,536,온천휴양지,061-379-3532,전라남도 화순군청,2020-12-18,4900000,전라남도 화순군
이효석문화예술촌,관광지,강원도 평창군 봉평면 효석문학길 73-25,강원도 평창군 봉평면 창동리 544-3,37.61317426,128.3701239,31961,화장실,,,"이효석문학관(기념관, 자료 전시실), 효석달빛언덕, 이효석생가 복원동, 문학의 숲(야외)","카페, 야외쉼터",,2018-06-29,3000,250,"이효석문화예술촌은 가산 이효석의 생애와 문학세계를 볼 수 있는 곳으로 특히 이효석문학관에는 이효석 문학전시실과 다양한 문학체험을 할 수 있는 문학교실, 학예연구실 등으로 이루어져 있다. 문학전시실은 그의 생애와 문학세계를 시간의 흐름에 따라 볼 수 있도록 구성하였으며, 재현한 창작실, 옛 봉평 장터 모형, 문학과 생애를 다룬 영상물, 어린이용 영상물 등을 통해 다양한 체험이 가능하도록 준비하였다. 또 문학교실에서는 다양한 영상물을 시청할 수 있고 문예행사도 볼 수 있으며, 학예연구실에는 이효석과 관련된 다양한 자료를 준비하여 그의 문학세계를 깊이 연구하는 공간으로 자리잡고 있으며, 문학정원에서는 자연의 아름다움과 문학의 소중함을 느낄 수 있다.또한 이효석문화예술촌에는 이효석문학관 뿐만 아니라, 사계절의 자연을 느낄 수 있는 꿈꾸는 정원과 야외광장인 나귀광장과 달빛광장이 있으며 효석달빛언덕을 한눈에 내려다 볼 수 있는 달빛나귀 전망대, 이효석의 기억과 추억을 들여다 볼 수 있는 작은 도서관, 카페, 기념품샵이 있다.",033-330-2746,강원도 평창군청,2021-09-15,4280000,강원도 평창군
마하생태관광지,관광지,,강원도 평창군 미탄면 마하리 일원,37.2924471,128.5419693,29841,주차장,생태체험민박,,"생태주택관, 명상의정원, 여울광장, 자연학습장, 담소원, 산속학습장, 광장, 야영장",휴게음식점,,2009-04-28,300,199,"마하리 본동 지구 및 마하리 문희마을 지구로 이루어져 있으며 백룡동굴의 생태관광 체험을 할 수 있다. 또한 주차장, 관리사무소 등 공공편익시설과 휴게음식점, 매점 등 숙박, 상가시설 및 자연학습장, 명상의 정원 등 휴양 문화시설이 함께 조성되어있다.",033-330-2746,강원도 평창군청,2021-09-15,4280000,강원도 평창군
천안종합휴양,관광지,충청남도 천안시 동남구 성남면 종합휴양지로 185,,36.75613028,127.2248886,748020,주차장+화장실,,,,,,1996-07-02,38869,1334,"워터파크 및 스파콘도, 천안종합문화예술회관 등 레저·문화·휴양의 테마형 종합관광지",041-521-5159,충청남도 천안시청,2021-01-11,6440000,충청남도
천안 골드힐카운티 리조트 관광단지,관광단지,충청남도 천안시 서북구 입장면 기로3길 162,,36.89202245,127.2484702,1691921,관리사무소+주차장,,,,,,2011-12-30,728808,3093,의료관광단지 및 골프장 조성 등 체류형 관광단지,041-521-5159,충청남도 천안시청,2021-01-11,6440000,충청남도
성기동,관광지,전라남도 영암군 군서면 왕인로 440,전라남도 영암군 군서면 동구림리 산18,34.75653201,126.6291224,220000,비지터센터+화장실(9동)+주차장,,,전시관 2개소,,,2008-08-23,10000,860,"성기동은 왕인박사의 탄생지로 추정되는 곳으로 왕인박사유적지와 함께 탄생지, 문산재, 양사재, 상대포, 회사정 등 왕인박사 관련 관광자원이 분포되어 있다. 매년 4월이면 왕인문화축제가 열리고 있어 다양한 체험 및 관람을 즐길 수 있다",061-470-6653,전라남도 영암군청,2022-02-08,4940000,전라남도 영암군
마한문화,관광지,전라남도 영암군 시종면 남해당로 65,전라남도 영암군 시종면 옥야리 956,34.89539241,126.5859196,182000,비지터센터+화장실(3동)+주차장,,야구장,"고분탐사관,전망대",,,2003-07-28,650,85,영산강 유역에 분포되어 있는 고대 옹관 고분을 이해함으로써 영산강 유역의 독자성이 가득한 고대사를 조명하기 위해 조성,061-470-6672,전라남도 영암군청,2022-02-08,4940000,전라남도 영암군
영산호관광지,관광지,전라남도 영암군 삼호읍 녹색로 653-11,전라남도 영암군 삼호읍 나불리 일원,34.776135,126.4577774,669217,관리사무소+화장실(8동)+주차장,한옥호텔+관광호텔,승마장,농업박물관+쌀문화테마공원,,,1983-10-11,100000,375,1981년 영산강 하굿둑이 준공되면서 만들어진 인공호수인 영산호를 중심으로 조성된 휴양지이다.,061-462-2798,전라남도청,2022-02-08,4940000,전라남도 영암군
한려수도조망케이블카,관광지,경상남도 통영시 발개로 205,경상남도 통영시 도남동 349-1,34.82665041,128.4251243,34106,화장실+카페+음식점+휴게공간,,,,,,2008-04-18,10000,206,"통영 미륵산에 설치된 한려수도 조망 케이블카는 한국에서 유일한 2선(bi-cable) 자동순환식 곤돌라 방식으로 스위스의 최신기술에 의해 설치되었으며, 그 길이도 1975m로 국내 일반관광객용 케이블카 중에서는 가장 길다. 특히, 그렇게 긴 길이에도 불구하고 친환경적인 설계에 의해 중간지주는 1개만 설치하여, 환경보호는 물론 탑승객에게 아주 편안한 승차감을 제공한다. 또한, 8인승 곤돌라 48대가 연속적으로 탑승객을 운송함으로써 지체 없이 탑승이 가능하며, 가까운 사람끼리 오붓하게 아름다운 한려수도의 경치를 감상할 수 있다.",055-649-3804,경상남도 통영시 통영관광개발공사,2022-02-07,5330000,경상남도 통영시
한산도 제승당,관광지,경상남도 통영시 한산면 한산일주로 70,경상남도 통영시 한산면 두억리 산39,34.79264032,128.4759648,524625,화장실+휴게소,,,,,,1976-01-01,1600,0,"선조26년(1593년) 이순신장군이 삼도수군통제사를 제수받고 이 곳에 진영을 설치했고, 1976년 지금의 제승당과 충무사, 한산정, 수루 등을 새로 짓고 경내를 정화하여 오늘에 이름.",055-254-4483,경상남도청,2022-02-07,5330000,경상남도 통영시
통영루지,관광지,경상남도 통영시 발개로 178,경상남도 통영시 도남동 319-3,34.82440908,128.4241617,164000,화장실,,,,,,2017-02-09,2500,350,스카이라인 루지는 탑승자들이 1.5km의 트랙 위를 자유롭게 조정하며 내려올 수 있도록 특별제작된 카트로 연령에 관계없이 누구나 쉽게 배우고 즐길 수 있는 아웃도어 기구.,055-650-0621,경상남도 통영시청,2022-02-07,5330000,경상남도 통영시
박경리기념관,관광지,경상남도 통영시 산양읍 산양중앙로 173,경상남도 통영시 산양읍 신전리 1429-9,34.802301,128.4035792,4465,화장실,,,,세미나실+회의실,,2010-05-05,400,23,통영이 낳은 대 소설가 박경리 선생님의 문학적 업적을 기리고 독창적이고 차별화된 문화콘텐츠를 육성하기 위해 기념관 건립함.,055-650-2541,경상남도 통영시청,2022-02-07,5330000,경상남도 통영시
해저터널,관광지,,경상남도 통영시 당동 1-3,34.83609021,128.4116979916,2415,관광안내소,,,,,,2005-09-14,200,0,동양 최초의 바다 밑 터널,055-650-0514,경상남도 통영시청,2022-02-07,5330000,경상남도 통영시
장사도해상공원,관광지,경상남도 통영시 한산면 장사도길 55,경상남도 통영시 한산면 매죽리 산4-1,34.71373747,128.5588706,390131,화장실+카페+음식점+휴게공간,,,공원,,,2012-01-01,2500,0,바다위의 공원으로 배를 타고 입장.,055-650-0514,경상남도 통영시청,2022-02-07,5330000,경상남도 통영시
통영시립박물관,관광지,경상남도 통영시 중앙로 65,경상남도 통영시 도천동 28,34.84075153,128.4167887,4989,화장실+카페+음식점+휴게공간,,,전시실,세미나실+영화관람실,,2013-08-23,500,32,"통영시립박물관은 통여의 소중한 문화자산을 잘 보존, 전시하여 후대에까지 전하려고 합니다.",055-650-4515,경상남도 통영시청,2022-02-07,5330000,경상남도 통영시
삼도수군통제영,관광지,경상남도 통영시 세병로 27,경상남도 통영시 문화동 62,34.84715495,128.423489,46683,화장실,,,,,,1998-02-20,800,140,"이충무공의 숨결이 살아있는 통제영은 삼도수군통제영의 약칭으로 삼도수군통제사가 경상,전라,충청 3도의 수군을 지휘하던 본영을 말한다. 최초의 통제영은 임진왜란 당시 초대 통제사로 제수된 이순신장군의 한산 진영이였다.",055-645-3805,경상남도 통영시 통영관광개발공사,2022-02-07,5330000,경상남도 통영시
춘천호반(삼악산),관광지,강원도 춘천시 서면 경춘로 1401-25,강원도 춘천시 서면 덕두원리 118-6,37.825714,127.659368,3305373,도로+관리사무소 2동+주차장+화장실 3동+오수처리장+배수지,,,조경휴게지 4,상가 6동,,1969-01-21,1000,202,"춘천시도기념물로 지정된 삼악산은 주봉인 용화봉과 청운봉, 등선봉 3개가 있어 삼악이라 불리게 되었다. 절벽사이로 크고 작은 폭포들이 이어지고, 그중에 등선폭포가 유명하다. 인근에는 금선사, 신흥사, 흥국사, 상원사 등 많은 문화재들이 있다.",033-250-3075,강원도 춘천시청,2022-01-19,4180000,강원도 춘천시
청평사,관광지,강원도 춘천시 북산면 오봉산길 622,강원도 춘천시 북산면 청평리 산210-1,37.983441,127.818301,168209,도로+주차장+하수처리장 1동+관리사무소 2동+매표소 2동+화장실 3동+다목적광장,콘도미니엄 1동+여관 1동+펜션 5동,,야영장+공원+조경휴게지+광장+전망대,상가 9동,,1987-06-15,1000,162,"강원도에서 손에 꼽히는 고즈넉한 절, 청평사가 있으며, 오봉산에서 흘러오는 청평사 계곡이 있다. 계곡의 가운데 쯤에는 아름다운 구송폭포가 자리하고 있다.",033-250-3714,강원도 춘천시청,2022-01-19,4180000,강원도 춘천시
구곡폭포,관광지,강원도 춘천시 남산면 강촌구곡길 254,강원도 춘천시 남산면 강촌리 432,37.797033,127.615852,914206,관리사무소 1동+주차장+공중화장실 4동+주륜장+오수처리장+배수지+도로,,운동시설 1동(미착공),전망휴게소(미착공)+야생화원(미착공)+생태습지+생태연못+야영장 10면+조경휴게지,상가 19동,,1981-02-13,1000,242,"봉화산 근처 아홉구비를 돌아 떨어지는 구곡폭포와 탄성을 자아내는 하늘벽 바위 등 자연경관이 출중한 곳이며, 깔닥재를 넘으면 자연부락인 문배마을까지 볼 수 있다.",033-250-3668,강원도 춘천시청,2022-01-19,4180000,강원도 춘천시
석정온천관광지,관광지,전라북도 고창군 고창읍 석정2로 173,전라북도 고창군 고창읍 석정리 733,35.43111098,126.7405968,1501011,도로+주차장+공원+광장+화장실,"펜션, 콘도미니엄","골프장, 스파","문화체육센터, 실버휴양촌",-,-,1992-02-24,3000,840,게르마늄 온천을 이용한 온가족이 함께 즐길 수 있는 사계절 휴양 관광지,063-560-2456,고창군,2020-11-30,4780000,전라북도 고창군
도곡온천,관광지,전라남도 화순군 도곡면 온천2길 44,,35.02470562,126.903529,646819,관리사무소+공중화장실+온천공+배수지+단지내도로 등,일반숙박업+무인텔 등,,"온천장,일반유원시설",,,1989-10-27,4700,462,온천휴양지,061-379-3532,전라남도 화순군청,2020-12-18,4900000,전라남도 화순군
운주사,관광지,전라남도 화순군 도암면 천태로 91-44,,34.9290633328,126.8825634940,105495,야외공연장+하수처리장+잔디광장+화장실+주차장+사진문화관,,,,,,2008-05-15,1650,380,"천불천탑 사진문화관, 운주사 사찰",061-379-3531,전라남도 화순군청,2020-12-18,4900000,전라남도 화순군
황령산관광지,관광지,부산광역시 수영구 황령산로 156,부산광역시 수영구 광안동 산 60-1,35.1552432,129.1029084,174890,관리사무소+화장실+주차장,,,,,,1987-03-02,10000,80,"부산광역시 금련산청소년수련원 일대이며, 부산 도심 속 천혜의 황령산 자락에 위치하고 있어 부산의 랜드마크인 광안리 해수욕장, 광안대교, 해운대를 한눈에 바라볼 수 있음.",051-610-3211,금련산청소년수련원,2021-06-22,3380000,부산광역시 수영구
용대관광지,관광지,강원도 인제군 북면 십이선녀탕길 16,강원도 인제군 북면 용대리 1795,38.18568475,128.3064484,289754,화장실+주차장,펜션+야영장,다목적운동장+물놀이장,조경휴게지+산림욕장,음식점,,1996-06-01,1500,300,"설악산국립공원의 내설악지역에 위치하고 있으며 십이선녀탕, 만해마을, 백담사, 황태덕장, 하천 등이 관광지 주변이 있음",033-460-2083,강원도 인제군청,2021-06-10,4330000,강원도 인제군
5.18기념공원,관광지,광주광역시 서구 내방로 152,,35.15830536,126.8575559,204985,화장실+주차장,,,,,,1998-04-30,5000,100,"5.18민주화운동을 기리는 공원으로 추모공간, 광장, 기념탑, 문화회관 등 있음",062-376-5197,광주광역시시립미술관,2022-01-01,6290000,광주광역시
무각사,관광지,광주광역시 서구 운천로 230,,35.15378107,126.8560181,510,화장실+주차장,,,,,,2007-07-27,100,30,"일주문, 사천왕문, 대웅전, 종각 등 전통사찰의 형태를 여법하게 갖추며 일주문에서 사천왕, 대웅전으로 이어지는 가람 형태는 도심 한복판에 자리해 있으면서도 깊은 산사에 들어선 듯 경건함",062-383-0108,광주광역시 서구청,2022-01-01,6290000,광주광역시
창작농성골,관광지,광주광역시 서구 월산로173번길 15-1,,35.15297291,126.8929141,600,주차장,,,,,,2018-11-29,100,20,"골목마다 벽화를 비롯해 쉼터와 벚나무, 동백나무 등의 묘목이 식재을 띤 명소",062-365-4114,광주광역시 서구청,2022-01-01,6290000,광주광역시
유적근린공원,관광지,광주광역시 서구 천변우하로 469,,35.16879873,126.8714435,5587,화장실,,,,,,2017-07-01,500,0,기원후 5세기 후반의 백제 역사를 간직하고 있음,062-360-7114,광주광역시 서구청,2022-01-01,6290000,광주광역시
청춘발산마을,관광지,광주광역시 서구 천변좌로108번길 17-13,,35.15917994,126.8919941,154,화장실,,,,,,2015-03-02,500,0,알록달록한 동네 한 바퀴를 돌아보며 즐기는 문화,062-464-0020,발산마을,2022-01-01,6290000,광주광역시
화담사,관광지,광주광역시 서구 화운로156번길 17-8,광주광역시 서구 화정동 781-23,35.15352999,126.8784258,110,화장실+주차장,,,,,,1993-03-20,100,35,"옛부터 꽃이 많다고(군분)하여 화담이라 불렸으며, 계단으로 내려가는 중간에 동재와 서재를 두고 그 밑에 외인문을 배치한 전형적인 서원 건축양식을 갖추고 있음",062-368-3330,화담사보존회,2022-01-01,6290000,광주광역시
요트올림픽동산지구,관광지,부산광역시 해운대구 APEC로 30,부산광역시 해운대구 우동 1413-4,35.16578256,129.1350266,117.958,관리사무소 1동+공중화장실 3동+도로포장+원형분수 1개소+연못 1개소+파고라 1동+기념동산 1개소+녹지 1개소,,놀이광장 1개소+잔디광장 1개소+산책로  1개소+놀이마당 1개소+어린이놀이터 1개소+수영장 1동,식물원 1개소+야외전시장,,,1988-07-19,800000,398,360여척의 요트를 계류할  수 있는 요트경기장이 있는 곳으로 요트와 보트 등이 파란 바다와 마린시티의 마천루를 배경으로 어우러져 이국적인 풍경을 자아내는 곳이다. 각종 국제대회는 물론 해양스포츠와 국제영화제를 비롯한 다양한 문화행사가 개최된다,051-749-4081,부산광역시 해운대구청,2022-01-01,3330000,부산광역시 해운대구
동백섬,관광지,부산광역시 해운대구 동백로 116,부산광역시 해운대구 우동 708-1,35.15234205,129.1513619,93.649,공중화장실 2동+도로+전망대 1개소+수목+잔디 1개소,관광호텔 1동,,관광유람선 1개소,,,1988-07-19,700000,101,해운대해수욕장 남쪽 끝에 위치한 동백섬은 율지와 연계된 육계도로 동백섬의 자연 그대롱를 공원으로 조성한 곳으로 2005년 APEC 정상회의 장소인 누리마루 APEC하우스가 자리해 있다.,051-749-4081,부산광역시 해운대구청,2022-01-01,3330000,부산광역시 해운대구
해운대해수욕장,관광지,부산광역시 해운대구 해운대해변로 264,부산광역시 해운대구 우동 620-3,35.15910698,129.1602838,115.944,도로+광장+공중화장실 4동+주차장 1개소+관리사무소 1동+변전실 1동,,,해저  테마수족관,,,1988-07-19,800000,203,6월부터 9월까지 해수욕장을 개장하여 해수욕을 즐길 수 있다. 수심이 얕고 조수의 변화가 심하지 않아 해마다 천만 명이 넘는 피서색이 찾는다. 또한 매년 해수욕장 개장에 맞춰 다양한 행사와 축제가 개최된다,051-749-4081,부산광역시 해운대구청,2022-01-01,3330000,부산광역시 해운대구
